LON	LAT	TIPO	name	alt_name
-16.4426611266149	28.298934450844	CAPTA-GALERÍA CONVENCIONAL	Galería Chamoco	
-16.7251526792863	28.2281523766005	CAPTA-GALERÍA CONVENCIONAL	Galería Luz de Guía	Galería Mañoca
-16.7217619551543	28.2175098292046	CAPTA-GALERÍA CONVENCIONAL	Galería Saltadero del Junco	
-16.7108242321401	28.2190910525665	CAPTA-GALERÍA CONVENCIONAL	Galería Tágara	Galería la Madre; Galería Montana del Cedro
-16.7161610620017	28.2189610131203	CAPTA-GALERÍA CONVENCIONAL	Galería el Junquillo	Galería Montaña del Cedro; Galería Tágara
-16.7103623785274	28.2112091765046	CAPTA-GALERÍA CONVENCIONAL	Galería el Niágara	
-16.7551894790736	28.2205594070643	CAPTA-GALERÍA CONVENCIONAL	Galería la Trinidad	
-16.7398888798775	28.2081745017656	CAPTA-GALERÍA CONVENCIONAL	Galería Hondura de Isora	
-16.7485104311385	28.1939589802783	CAPTA-GALERÍA CONVENCIONAL	Galería Fuente de Guía	
-16.760595556189	28.209127891123	CAPTA-GALERÍA CONVENCIONAL	Galería Fuentes de Ramallo	
-16.7455560103204	28.2052144020971	CAPTA-GALERÍA CONVENCIONAL	Galería Fuentes de Adara	
-16.7410244491366	28.2191431077873	CAPTA-GALERÍA CONVENCIONAL	Galería San Felipe y Sauces	
-16.7979778331256	28.2458317066604	CAPTA-GALERÍA CONVENCIONAL	Galería los Mayatos	
-16.7269091849661	28.2321913240591	CAPTA-GALERÍA CONVENCIONAL	Galería Tamuja	
-16.810831517872	28.246600550494	CAPTA-GALERÍA CONVENCIONAL	Galería Chozas de San Antonio	
-16.7081548900222	28.2267774248527	CAPTA-GALERÍA CONVENCIONAL	Galería Salto Gutiérrez	
-16.7633335886844	28.2356340451035	CAPTA-GALERÍA CONVENCIONAL	Galería Hoya del Pino	Galería Hoyos de Chiguergue
-16.7329178502944	28.2212585799085	CAPTA-GALERÍA CONVENCIONAL	Galería Río Bermejo	
-16.7519513305241	28.241258342794	CAPTA-GALERÍA CONVENCIONAL	Galería Hoya de la Leña	
-16.748766699261	28.22094852943	CAPTA-GALERÍA CONVENCIONAL	Galería Chirche	Galería el Pilón
-16.7462111731729	28.2260710988737	CAPTA-GALERÍA CONVENCIONAL	Galería Machado 1	
-16.7406650373256	28.2239939396614	CAPTA-GALERÍA CONVENCIONAL	Galería Barranco de los Pinos	
-16.7410623218609	28.237796633927	CAPTA-GALERÍA CONVENCIONAL	Galería Salto de Cheñeme	
-16.7741262024116	28.2153785914311	CAPTA-GALERÍA CONVENCIONAL	Galería San Pedro de Aripe	
-16.4442243485214	28.349712210392	CAPTA-GALERÍA CONVENCIONAL	Galería Barranco de Amance	
-16.7422381164966	28.2192178984745	CAPTA-GALERÍA CONVENCIONAL	Galería Aguavista	
-16.5411466549849	28.3274423968368	CAPTA-GALERÍA CONVENCIONAL	Galería Roque Caramujo 1	
-16.4509633816152	28.3028266215354	CAPTA-GALERÍA CONVENCIONAL	Galería Izaña Vieja	
-16.4509633816152	28.3028266215354	CAPTA-GALERÍA CONVENCIONAL	Galería Izaña Nueva	
-16.4482064315451	28.3025580626855	CAPTA-GALERÍA CONVENCIONAL	Galería el Cañizo	
-16.4828217055722	28.2786666760416	CAPTA-GALERÍA CONVENCIONAL	Galería Chifira	Galería Archifira
-16.4544542806047	28.3083219701006	CAPTA-GALERÍA CONVENCIONAL	Galería los Viñátigos	Galería el Río
-16.4549869657874	28.3272242259361	CAPTA-GALERÍA CONVENCIONAL	Galería Tamay	
-16.4514180246069	28.3092748698572	CAPTA-GALERÍA CONVENCIONAL	Galería Higueras Salvajes	
-16.4692086233047	28.30594373894	CAPTA-GALERÍA CONVENCIONAL	Galería Morro de la Habana	
-16.4502049625134	28.315325679018	CAPTA-GALERÍA CONVENCIONAL	Galería la Cuenca	
-16.4414888165451	28.3548945748163	CAPTA-GALERÍA CONVENCIONAL	Galería los Pilones de la Granja	
-16.532277660193	28.3270549421371	CAPTA-GALERÍA CONVENCIONAL	Galería el Pino de la Cruz	
-16.4651670825894	28.2856081187251	CAPTA-GALERÍA CONVENCIONAL	Galería la Reina	
